Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature1,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature2,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder
1011.2,13.3,12.7,-4.7,55,0,19.2,3,0,0,0,2.3,2178,27.7,12.9,56.4,37.1,86,0,27.7,38,2.3,78.1,56.3,230,1,15,508,0,3040,0,1,2177,6,96,85.6,84.1,84.1,85.1,2177.5,0,2,5,82,-0.1,1,1.2,0,0.1,0,1.2,853,J,1,
614.4,8.6,10.4,-0.8,46,0,17.3,8,0,0,0,1.6,1545,23.4,12.1,39.1,32.3,87,0,23.4,33.3,2,70.3,39.1,230,1,15,508,0,3040,0,1,1436.8,2,89,13.1,12.1,12.2,13,1432.3,1,0,5,12,0.2,1,1.1,0,0.1,4,-2.2,2126,F,2,
1523.2,0,16.5,0.8,48,0,22,2,0,0,0,3.9,1914,44.1,10.5,79,19.1,84,0,44.1,61.6,2.3,77,79,230,1,15,508,0,3040,0,1,1909.5,6,93,75.1,74,74.1,74.6,1910.3,0,2,5,72,0.1,1,1.2,0,-0.2,4,-1.3,1735,D,1,
217.6,0,5.2,5.5,0,0,13.3,3,0,0,0,5.5,1194,6.6,10.2,-10.3,8.3,83,0,6.6,14.9,2.3,66,-10,230,1,15,508,0,3040,0,0,1500.5,4,93,32.8,31.9,32,32.6,1500.5,1,0,5,31,-0.5,1,1.8,-3,-0.1,4,-1.2,1491,B,2,
729.6,0,9.9,0.8,28,0,16.9,6,0,0,0,3.1,1619,26.2,13.3,29.3,33,84,0,26.2,36.9,2,71.9,29.3,230,1,15,508,0,3040,0,1,1507.5,2,91,16.9,15.9,16,16.8,1509.5,0,1,5,16,0.3,1,1.1,0,0.3,0,-9.7,1818,D,2,
320,0,6.6,-3.1,0,0,14.5,0,0,0,0,3.1,667,21.1,15.2,13.3,-3,85,0,21.1,48.2,2,54.7,13.6,230,1,15,508,0,3040,0,1,0,1,93,0,0,0,0,0,1,0,5,0,0,2,13.6,0,0.1,0,2.1,1831,B,2,
217.6,0,5.2,-3.9,0,0,13.3,3,0,0,0,6.3,627,14.5,9,12.5,-0.4,90,0,14.5,34.9,2,54.7,12.7,230,1,15,508,0,3040,0,0,0,1,93,0,0,0,0,0,1,0,5,0,-0.1,2,19.2,0,0,0,2.6,1839,B,2,
3187.2,32,99.6,6.3,99,0,83.9,1,0,0,0,2.3,2422,62.1,10.2,123.4,6.8,57,0,62.1,91.4,2.7,82.4,123.4,230,1,15,508,0,3040,0,0,1841.5,3,39,30.6,29.4,29.8,30.4,1845.3,1,0,5,29,1.5,1,0.9,2,-0.6,4,-12.7,113,J,1,
1395.2,18.4,16,2.3,71,0,21.6,0,0,0,0,2.3,1920,41.8,12.9,64.2,21.8,84,0,41.8,58,2.3,76.6,64.2,230,1,15,508,0,3040,0,1,1917.8,4,87,42,40.7,41.1,41.6,1919.3,0,2,5,40,0.4,1,1,0.5,-0.1,0,-0.6,2786,F,1,
345.6,0,6.6,1.6,0,0,14.5,0,0,0,0,1.6,1080,14.8,14.5,-3.5,8.6,84,0,14.8,26.7,2.3,63.3,-3.4,230,1,15,508,0,3040,0,1,1087,2,49,12.5,10.8,11,12.4,1087.3,1,0,5,11,-0.2,1,1,0,-0.7,68,-122.2,132,F,1,
563.2,0,8,-4.7,0,0,15.3,0,0,0,0,3.9,1008,27.7,20.3,10.6,13.9,47,0,27.3,44.7,2,65.6,10.9,230,1,15,508,0,3040,0,1,901,1,43,5.9,6,6.1,5.8,900.8,1,0,5,6,0,1,1,0,0,188,86.1,25,D,1,
627.2,3.5,8.5,7,33,0,15.7,3,0,0,0,4.7,1753,16.4,13.3,-8.4,19.1,83,0,14.8,23.5,1.6,78.5,-8.9,230,1,15,508,3.5,3040,0,1,1749.3,6,84,68.6,68,68.1,68.3,1749.8,0,1,5,66,-0.2,1,1.1,0,0.8,4,15.5,1268,E,2,
345.6,0,6.6,1.6,0,0,14.5,2,0,0,0,2.3,1307,10.9,15.2,-12.8,7.9,86,0,10.9,22,2.3,66.8,-12.8,230,1,15,508,0,3040,0,1,1388,2,85,15.6,14.1,14.1,15.5,1388.5,1,0,5,14,-0.3,1,0.9,0,-0.2,4,-23.2,81,C,2,
281.6,0,6.1,-1.6,51,0,14.1,255,0,0,0,1.6,661,18,15.2,6.3,-0.8,83,0,18.4,40.8,2,55.9,6.9,230,1,15,508,0,3040,0,1,617,0,55,0,0,0,0,617.5,1,0,6,0,0,2,32.2,0,0.2,0,-7,677,C,1,
332.8,0,7.1,-3.1,0,0,14.9,6,0,0,0,3.9,668,20.7,14.5,17.1,-2.6,85,0,20.7,47.5,2,55.1,17.2,230,1,15,508,0,3040,0,1,376.5,14,92,0,0,0,0,378.3,1,0,7,0,-0.1,2,13.4,0,-0.2,264,50,1894,C,1,
358.4,0,6.6,0,66,0,14.5,6,0,0,0,-0.8,668,24.2,18.8,12.7,-2.6,88,0,24.2,54.5,2,53.5,13.3,230,1,15,508,0,3040,0,1,0,1,94,0,0,0,0,0,1,0,5,0,0,2,16,0,-0.3,0,-52.4,430,A,2,
1177.6,0,14.1,-1.6,41,0,20,0,0,0,0,1.6,1874,36.7,13.7,52.4,27,84,0,36.7,51.8,2.3,76.6,52.4,230,1,15,508,0,3040,0,1,1870.8,4,69,40.9,40,40,40.6,1871.5,0,2,5,39,0.4,1,0.9,2.5,-0.1,0,-1.4,723,F,1,
921.6,0,9.4,0,23,0,16.9,0,0,0,0,3.1,1685,28.1,9,3.2,20.3,84,0,27.7,41.2,2,75.8,3,230,1,15,508,0,3040,0,0,1682.5,6,79,66.1,65,65.9,65.8,1682.8,0,1,5,63,0,1,1,-0.5,0,0,3.7,1203,B,1,
345.6,0.8,6.6,2.3,30,0,14.1,6,0,0,0,4.7,1306,11.7,14.5,-18.5,11.6,84,0,11.3,20.8,2,66.4,-18.9,230,1,15,508,0,3040,0,1,1583.8,4,91,34.6,34,34,34.4,1583.8,0,1,5,33,-0.3,1,1,0,0.2,0,2.1,1863,J,2,
1177.6,7.4,11.8,13.3,58,0,18.8,6,0,0,0,2.3,1854,31.3,10.9,14.2,28.1,85,0,31.3,46.3,2.3,75.8,13.6,230,1,15,508,0,3040,0,1,1699.5,3,91,28.3,27.3,27.4,28,1701.3,1,0,5,27,0.3,1,0.9,1,-0.3,8,1.9,1139,J,2,
371.2,0,6.6,3.9,28,0,14.5,1,0,0,0,3.1,1472,10.2,15.2,-14.7,12,75,0,10.2,19.2,2,71.5,-14.8,230,1,15,508,0,3040,0,1,1789.3,4,45,39.1,38.1,38.3,39,1791,1,0,5,37,-0.5,1,1,-2.5,0.2,0,0.9,208,J,1,
243.2,0,5.2,-1.6,0,0,13.3,3,0,0,0,4.7,628,15.2,10.9,9.9,-1.9,82,0,15.2,36.5,2,55.5,9.9,230,1,15,508,0,3040,0,0,0,1,92,0,0,0,0,0,1,0,5,0,-0.1,2,9.7,0,0.1,0,1.5,1598,D,2,
819.2,0,11.8,-1.6,29,0,18.4,4,0,0,0,2.3,1426,33.2,14.5,41.5,24.4,86,0,33.2,51,2.3,66.8,41.5,230,1,15,508,0,3040,0,1,1108.8,3,93,18.3,17.6,17.8,18.1,1110.3,1,0,5,17,0.4,1,1.1,1,-0.6,0,11.3,902,H,2,
256,0,5.7,1.6,0,0,13.7,0,0,0,0,3.9,630,16,10.2,14.2,-1.5,85,0,16,37.6,2,55.9,14.1,230,1,15,508,0,3040,0,0,0,1,54,0,0,0,0,0,1,0,5,0,0,2,12.1,0,0,0,3.3,610,B,1,
384,0,7.1,-1.6,0,0,14.9,2,0,0,0,4.7,968,17.6,14.1,9.8,0.8,85,0,17.6,36.1,2.3,60.5,9.8,230,1,15,508,0,3040,0,1,901.3,3,91,14.9,14,14.1,14.8,900.8,1,0,5,14,-0.4,2,3.9,1,0.1,0,3.7,643,C,2,
1408,0,17.4,-4.7,50,0,22.7,6,0,0,0,3.1,1693,45.3,10.2,80.7,9.4,89,0,45.3,71.8,2,72.7,80.7,230,1,15,508,0,3040,0,1,1691,5,91,51.5,50.1,50.4,51.1,1692,0,2,5,49,0.3,1,1.1,0.5,0.1,0,-0.5,1376,D,2,
588.8,2.3,8,0,46,0,16.1,255,0,0,0,3.1,1377,24.2,13.7,4.9,21,68,0,23.8,34.5,2.3,73,4.5,230,1,15,508,0,3040,0,1,1300.3,2,34,14.5,13.4,13.5,14.4,1303.5,1,0,5,13,-0.1,1,0.9,0,0.2,0,-1.9,417,E,1,
358.4,0,7.1,-1.6,0,0,14.9,4,0,0,0,3.1,788,19.1,16,11.3,3,85,0,19.1,42,2,55.9,11.5,230,1,15,508,0,3040,0,1,638.3,1,91,4.4,3.4,3.4,4.3,635.5,1,0,5,4,-1,2,7.2,0,0,0,-1.7,1755,B,1,
358.4,0,7.1,-0.8,0,0,14.5,4,0,0,0,3.1,670,22.3,17.2,9.6,-2.6,87,0,22.3,51,2,53.9,9.8,230,1,15,508,0,3040,0,1,0,1,84,0,0,0,0,0,1,0,5,0,0.2,2,20.8,0,-0.1,0,1.5,967,B,1,
281.6,0,6.6,0.8,50,0,14.1,3,0,0,0,3.9,668,16.4,14.8,4,-1.5,87,0,16.4,39.6,2,54.3,4.2,230,1,15,508,0,3040,0,1,646.3,0,89,0,0,0,0,646.8,1,0,6,0,-0.1,2,27.8,0,0,0,0,625,I,2,
358.4,0,7.1,10.9,27,0,14.5,0,0,0,0,3.9,1533,7.4,15.2,-19.7,7.9,83,0,7.4,17.3,2,70.7,-19.7,230,1,15,508,0,3040,0,1,1700.3,3,89,28.3,27.5,27.6,28.1,1700.8,1,0,5,27,-0.3,1,1,-1.5,0.4,8,8.1,1934,B,2,
1395.2,0,15,1.6,37,0,21.2,4,0,0,0,2.3,1993,39.8,13.7,38.8,25.1,84,0,39.8,55.3,2.3,77.3,38.8,230,1,15,508,0,3040,0,1,1942,3,92,32.4,31.2,31.3,32.1,1944.5,0,2,5,30,0.6,1,1.1,0,-0.2,0,-10.5,1427,G,1,
1152,11.3,12.7,0.8,55,0,19.6,255,0,0,0,2.3,1972,31.6,12.9,30.7,23.6,68,0,32.8,41.2,2.3,82,30.8,230,1,15,508,0,3040,0,1,1774.5,3,35,26.1,25.1,25.2,25.9,1770.5,1,0,5,25,0.2,1,0.9,-6.5,0.1,0,-1.5,421,E,1,
204.8,0,4.7,0,0,0,13.3,4,0,0,0,3.9,631,11.7,9.4,5,-2.3,93,0,12.1,31.8,2,53.1,5.4,230,1,15,508,0,3040,0,0,609.8,0,91,0,0,0,0,610.3,1,0,6,0,0.1,2,10.9,0,0,0,-3.8,649,G,1,
2790.4,30.1,25.8,1.6,84,0,28.2,3,0,0,0,2.3,2701,49.6,9,114.8,9,82,0,53.5,70.2,3.1,86.3,114.4,230,1,15,508,0,3040,0,0,2466,2,72,24,22.2,22.5,23.6,2460.5,1,0,5,22,1.6,1,0.9,0,-0.6,20,-28.5,93,E,2,
307.2,0,6.6,-1.6,55,0,14.5,3,0,0,0,3.1,667,19.1,13.7,12.2,-3,85,0,19.5,44.7,2,54.7,12.3,230,1,15,508,0,3040,0,1,0,1,91,0,0,0,0,0,1,0,5,0,-0.2,2,26.3,0,0,0,4.1,1588,I,2,
742.4,0,11.8,-3.1,30,0,18.4,0,0,0,0,3.1,1492,29.3,14.5,37.4,27.4,83,0,29.3,42.4,2,69.5,37.3,230,1,15,508,0,3040,0,1,1306.8,2,87,13.9,12.8,12.8,13.8,1304.8,1,0,5,13,0.5,1,1.1,0,-0.2,8,-21.8,2889,F,1,
409.6,0,8.9,3.9,0,0,16.1,0,0,0,0,1.6,1069,19.5,14.8,13.8,16.1,84,0,19.5,31.8,2.3,63.3,14.1,230,1,15,508,0,3040,0,1,880.5,3,56,14.5,13.6,13.6,14.4,875.8,1,0,5,13,-2.6,2,28.7,0,0.1,0,1.2,280,F,1,
0,0,8.9,0,0,0,16.1,0,0,1,0,2.3,1861,0,14.5,-34.1,-7.5,84,0,0,20.8,0,75.8,-34.1,230,1,15,508,0,3040,0,1,1870.8,5,87,57.4,55.9,56,57,1871.3,0,1,5,54,-0.5,2,1.2,0,-0.8,0,-10.9,2243,F,1,
371.2,0,7.1,-3.1,54,0,14.9,0,0,0,0,3.9,820,18.8,13.7,6.1,-3.4,85,0,18.8,44.7,2,56.3,4.6,230,1,15,508,0,3040,0,1,614,3,94,6.8,6,5.9,6.8,616,1,0,5,6,-0.8,2,8.4,2.5,-0.1,8,-5.1,2298,H,2,
1638.4,18.4,17.9,-3.9,73,0,23.5,3,0,0,0,2.3,2149,42.6,13.3,70.1,18,85,0,42.2,62,2.3,77,79.5,230,1,15,508,0,3040,0,1,2093.5,4,89,45.9,44.4,45,45.6,2093.3,1,0,5,44,0.4,1,1.1,3.5,0.1,0,0.9,1884,J,2,
332.8,0,7.1,1.6,57,0,14.5,235,0,0,0,4.7,670,20.3,13.7,13.3,-2.3,87,0,20.3,46.7,2,53.9,13.5,230,1,15,508,0,3040,0,1,0,1,90,0,0,0,0,0,1,0,5,0,-0.2,2,17.9,0,0,0,-4.1,2612,H,1,
1024,14.1,14.1,-3.1,63,0,19.6,3,0,0,0,0,1960,32.4,14.5,61.8,31.1,85,0,32.4,45.9,2.3,77,62,230,1,15,508,0,3040,0,1,1958.3,6,97,77,76,76,76.6,1958.8,0,2,5,73,-0.1,1,1.2,-2.5,0.1,0,1.1,1071,A,1,
332.8,0,7.1,-0.8,59,0,14.9,8,0,0,0,2.3,671,20.7,14.5,9.7,-3,86,0,20.7,48.6,2,53.9,9.8,230,1,15,508,0,3040,0,1,0,1,82,0,0,0,0,0,1,0,5,0,0,2,33.4,0,0.1,0,1.3,334,F,2,
12.8,0,7.1,-0.8,56,0,14.5,2,0,0,0,1.6,674,19.5,14.5,11.3,-3,85,0,19.5,46.3,2,54.3,11.5,230,1,15,508,0,3040,0,1,0,1,88,0,0,0,0,0,1,0,5,0,0,2,21.2,0,0,0,-2,482,G,1,
460.8,3.5,8.5,-3.1,40,0,15.7,0,0,0,0,2.3,1481,19.1,15.2,7.4,34.1,84,0,19.1,27.1,2,69.1,7.4,230,1,15,508,0,3040,0,1,1447.3,1,88,10,8.9,9.3,9.9,1448.3,1,0,5,9,0,1,1.1,0,-0.2,0,-3,2295,F,1,
243.2,0,6.6,0,0,0,14.1,4,0,0,0,3.9,642,16,18.8,-4,6,89,0,16.4,36.5,2,53.9,-3.6,230,1,15,508,0,3040,0,1,613,0,75,0,0,0,0,613.3,1,0,0,0,0,2,18.2,0,-0.2,0,-4,8,B,1,
908.8,10.5,10.4,-0.8,50,0,17.3,0,0,0,0,2.3,1937,27,8.2,25.7,43.5,82,0,27,32.9,2.3,82,25.7,230,1,15,508,0,3040,0,0,1937.3,5,71,59.1,58,58.1,58.8,1937.8,0,2,5,56,0,1,0.9,0,-0.2,0,-0.8,1354,E,1,
2931.2,27.7,100,3.9,99,0,84.3,3,0,0,0,0.8,2489,53.1,16.4,89,2.6,86,0,53.9,93.3,2.3,77,89,230,1,15,508,0,3040,0,1,2267.3,3,91,37.8,36.6,36.8,37.4,2271.5,1,0,5,36,0.8,1,1.1,2.5,-0.1,4,0.2,619,A,1,
435.2,0,6.1,0,47,0,14.1,0,0,0,0,3.9,1066,18.4,10.2,7.4,12.8,92,0,18.4,33.3,2.3,62.1,7.5,230,1,15,508,0,3040,0,0,941.8,1,84,5.6,6,6.1,4.3,942.8,1,0,5,6,-0.3,1,1,0,0.8,0,523.5,16,B,2,
320,0,7.1,0,0,0,14.5,0,0,0,0,2.3,665,20.3,14.5,14,-2.3,86,0,20.3,46.3,2,54.7,14,230,1,15,508,0,3040,0,1,0,1,54,0,0,0,0,0,1,0,5,0,-1,2,18.2,0,0.2,0,-1,239,F,1,
678.4,0,8.5,1.6,11,0,16.1,3,0,0,0,3.9,2134,15.6,10.9,-13.2,26.6,82,0,15.2,23.5,2,79.3,-13.4,230,1,15,508,0,3040,0,0,2135.3,5,94,65.1,64,64.1,64.8,2135.5,0,1,5,62,-0.2,1,1.1,0,0,0,1.1,1365,B,2,
76.8,0,6.6,-0.8,45,0,14.5,3,0,0,0,3.9,809,14.5,14.5,-1.4,0,86,0,14.5,35.7,2,56.3,-1.3,230,1,15,508,0,3040,0,1,785.8,1,91,5.8,4.3,4.5,5.8,786.5,1,0,5,5,-0.1,1,1,0,-0.1,4,6.2,1266,J,2,
320,0,7.1,-0.8,56,0,14.5,235,0,0,0,3.9,667,20.3,14.5,11.8,-3.4,84,0,20.3,46.3,2,54.7,12.4,230,1,15,508,0,3040,0,1,0,1,59,0,0,0,0,0,1,0,5,0,0,2,16.4,0,0.3,0,-29.6,632,H,1,
256,0,5.2,2.3,0,0,13.7,2,0,1,0,2.3,1388,5.1,14.8,-36.3,-1.9,84,0,5.1,17.3,0,68,-36.3,230,1,15,508,0,3040,0,1,1463.8,4,88,32,31,31,31.9,1462.5,0,1,5,30,-1,2,6.5,1.5,0.1,0,3,576,C,2,
460.8,0,6.6,1.6,1,0,14.5,4,0,0,0,2.3,1549,11.3,16.8,-32.8,10.1,84,0,11.3,23.9,1.2,70.3,-32.9,230,1,15,508,0,3040,0,1,1619,4,82,35.5,34.1,34.1,35.4,1619,0,1,5,33,-0.3,2,1.4,0.5,0,0,0.1,649,B,1,
921.6,0,7.5,7.8,0,0,15.3,2,0,0,0,2.3,2317,14.8,14.5,-0.5,25.1,84,0,13.3,22,1.6,79.3,-24.9,230,1,15,508,0,3040,0,1,2310,4,87,55.8,54.2,54.1,55.4,2303,1,0,5,53,-0.2,1,1,-1.5,-0.3,4,0.4,483,C,2,
396.8,1.2,7.1,-1.6,44,0,14.9,3,0,0,0,3.1,1078,20.7,14.8,2.7,21,86,0,20.3,33.3,2.3,61.7,2.1,230,1,15,508,0,3040,0,1,1020,1,90,7.3,6.1,6.1,7.1,1022.3,1,0,5,7,0,1,1.1,0,0.5,0,-8.8,1367,J,2,
307.2,0,6.6,-2.3,0,0,14.5,2,0,0,0,2.3,669,19.5,14.5,12.3,-2.6,87,0,19.9,45.1,2,54.7,12.4,230,1,15,508,0,3040,0,1,0,1,87,0,0,0,0,0,1,0,5,0,0,2,13,0,-0.1,0,183,360,C,2,
857.6,0,10.8,0,24,0,17.3,2,0,0,0,4.7,1595,30.1,12.5,25.9,26.6,84,0,29.7,42.4,2,72.3,25.9,230,1,15,494,0,3040,0,1,1430.3,4,94,31.3,30.1,30.1,31,1431.3,1,0,5,30,0.1,1,1.1,0,0.2,0,1.8,1233,C,2,
627.2,9.8,9.9,3.1,45,0,16.9,255,0,0,0,3.9,1407,24.2,12.5,35.1,25.9,85,0,23.8,32.5,2.3,71.9,35.1,230,1,15,508,0,3040,0,1,1325.5,3,77,20.9,22,22.1,20.4,1326.3,0,2,5,22,-0.3,1,1.1,0.5,2,40,106.2,2745,E,1,
204.8,0,7.1,7,25,0,14.9,3,0,1,0,3.1,1696,2.3,14.5,-34.1,-4.5,84,0,2,16.9,0,75,-34.1,230,1,15,508,0,3040,0,1,1734,5,94,52.9,51.6,51.8,52.6,1733.8,0,1,5,50,-0.6,2,2,-1,-0.2,4,-2,1406,J,1,
1395.2,16,15.5,-1.6,68,0,21.2,6,0,0,0,0,2225,37.5,12.9,55.3,26.3,89,0,37.5,52.2,2.3,76.6,55.3,230,1,15,508,0,3040,0,1,2224.8,5,94,67.9,66.1,66.1,67.4,2225.3,0,2,5,65,0.1,1,1.2,0.5,0.2,0,0.5,733,A,2,
358.4,0,7.1,-2.3,64,0,14.5,4,0,0,0,0,669,23.4,16.4,15.2,-2.6,87,0,23.4,52.5,2,53.9,15.1,230,1,15,508,0,3040,0,1,0,1,92,0,0,0,0,0,1,0,5,0,0,2,21.7,0,0.1,0,0.6,327,A,2,
1152,10.2,11.8,0.8,58,0,18.8,7,0,0,0,2.3,2126,30.1,12.9,7.5,37.5,86,0,30.1,42.4,2.3,77.3,7.5,230,1,15,508,0,3040,0,1,2126.3,5,91,64.9,63.9,64,64.4,2126.8,0,2,5,62,0,1,1.2,1,0.2,0,-1.3,983,I,1,
1369.6,16.8,16,0.8,72,0,21.6,0,0,0,0,3.1,2005,39.8,11.3,69.6,24,85,0,39.8,56.1,2.3,76.6,69.9,230,1,15,508,0,3040,0,1,1779.8,4,92,38.9,38,38.1,38.6,1780.5,1,0,5,37,0.4,1,1.1,3,0.1,4,0,1408,H,2,
345.6,0,7.1,-1.6,0,0,14.5,0,0,0,0,3.1,665,23,17.2,13.6,-2.6,87,0,23,50.2,2,55.5,13.6,230,1,15,508,0,3040,0,1,0,1,62,0,0,0,0,0,1,0,5,0,0.1,2,39.2,0,-0.1,0,-3.4,565,D,1,
345.6,0,7.1,0,29,0,14.5,3,0,0,0,4.7,1317,9.8,15.2,-9.9,6,85,0,9.8,20.8,2.3,66.4,-10,230,1,15,508,0,3040,0,1,1465.5,3,89,24.3,23.3,23.4,24.1,1464.3,1,0,5,23,-0.7,2,5.5,0.5,-0.3,4,-1.4,91,J,1,
25.6,0,7.1,0,0,0,15.3,0,0,0,0,2.3,1692,0,15.2,-1.4,-4.9,85,0,0,22,0,73.4,-1.3,230,1,15,508,0,3040,0,1,1710,6,94,67.1,66.1,66.1,66.8,1710.5,0,2,5,64,-0.5,1,1.2,-1,0.2,4,9.9,1023,B,2,
140.8,0,10.4,3.1,25,0,16.1,4,0,0,0,2.3,1846,18.8,15.2,9.3,37.5,84,0,18.8,20.8,2.3,76.2,9.3,230,1,15,508,0,3040,0,1,1844.3,5,94,56.8,55.8,56,56.4,1844.3,0,2,5,54,-0.2,1,1.2,-0.5,-0.2,0,0.5,1885,H,2,
230.4,0,5.2,1.6,29,0,13.7,3,0,0,0,3.9,1001,8.2,15.2,-14.1,0.8,83,0,8.2,19.6,2.3,61.3,-14.1,230,1,15,508,0,3040,0,1,1426.5,5,92,43.6,42.1,42.1,43.4,1427,1,0,5,41,-0.3,2,1.2,0,-0.4,4,-17.3,2212,J,2,
204.8,0,4.7,-3.9,41,0,13.3,255,0,0,0,7,618,12.1,9.4,10.3,-1.1,87,0,12.1,30.2,2,55.9,10.3,230,1,15,508,0,3040,0,0,592.3,0,77,0,0,0,0,592.5,1,0,6,0,-0.1,2,5.5,0,0,0,0.6,2685,E,1,
422.4,0,7.1,-4.7,0,0,14.9,2,0,0,0,3.9,887,20.3,15.2,11.8,-0.4,84,0,20.3,43.5,2,58.6,11.8,230,1,15,508,0,3040,0,1,817.5,3,91,12.5,13.7,14,12.1,817.8,1,0,5,13,-0.4,1,1.1,0,1.4,16,234.1,50,C,2,
371.2,0,7.5,-3.1,0,0,15.3,0,0,0,0,2.3,849,18.8,15.2,7.6,-2.3,85,0,18.8,42.7,2,57.8,18.6,230,1,15,508,0,3040,0,1,592,3,57,9.8,8.1,8.1,9.6,592.5,1,0,5,9,0.1,1,0.9,0,0,0,8,311,F,1,
0,0,8.9,0,0,0,16.1,2,0,1,0,2.3,1851,0,14.5,-34.9,-8.3,87,0,0,22.7,0,75,-34.9,230,1,15,508,0,3040,0,1,1869.3,6,89,73.5,72.1,72.1,73.3,1869.8,0,1,5,70,-0.4,1,1.1,-3.5,0.1,0,0.5,1337,H,1,
1331.2,0,13.6,4.7,26,0,19.6,4,0,0,0,1.6,2360,30.9,15.6,3.9,31.1,84,0,30.9,41.6,2.3,78.1,3.9,230,1,15,508,0,3040,0,1,2247.8,4,86,48.9,48.1,48.1,48.5,2248,1,0,5,47,0.2,1,1.1,5,0.4,0,16.4,1024,B,1,
588.8,3.9,9.9,-3.9,58,0,16.9,3,0,0,0,3.1,1169,28.1,15.2,21.3,24.4,87,0,28.1,45.1,2.3,63.7,20.5,230,1,15,508,0,3040,0,1,875.8,1,88,5.1,5.2,5.9,4.1,879,1,0,5,6,0.4,1,1,0,0.4,156,334.6,120,I,2,
819.2,0,11.8,-0.8,26,0,18,0,0,0,0,2.3,1409,32.8,16.4,37.1,22.9,84,0,32.8,47.8,2.3,69.9,37.1,230,1,15,508,0,3040,0,1,1126,3,56,18.6,17.9,18,18.5,1127.3,1,0,5,18,0.3,1,1,1,0.1,4,-5.2,373,D,1,
371.2,0,7.1,0,48,0,14.9,8,0,0,0,2.3,868,17.6,14.8,4.3,0.8,85,0,17.6,39.2,2,57.4,4.4,230,1,15,508,0,3040,0,1,776.3,3,88,12.9,12,12,12.8,776.8,1,0,5,12,-0.3,1,2.2,-0.5,0.1,8,-4.7,1179,F,2,
320,0,7.1,0,56,0,14.5,0,0,0,0,2.3,667,19.5,13.7,12.4,-2.6,87,0,19.9,45.5,2,54.3,12.7,230,1,15,508,0,3040,0,1,0,1,65,0,0,0,0,0,1,0,5,0,-0.6,2,40.7,0,0,0,0.5,343,F,1,
8384,92.2,100,-3.1,97,0,83.9,3,0,0,0,0.8,5344,78.5,13.7,146.2,20.6,90,0,78.5,96.1,7,87.9,146.3,230,1,15,508,0,3040,0,0,5194.3,3,95,86.5,83.7,85.3,85.5,5197.5,1,0,8,82,1.3,1,1.1,1.5,-2.4,4,-24.6,726,A,1,
345.6,0,6.6,0,51,0,14.5,6,0,0,0,3.1,761,17.6,13.7,7.9,-2.6,84,0,17.6,41.2,2,55.5,8,230,1,15,508,0,3040,0,1,248,1,87,1.8,0.8,0.8,1.8,246.3,1,0,5,0,-0.5,2,9.7,0,0,0,3,256,J,2,
243.2,0,8.5,2.3,23,0,15.7,3,0,1,0,4.7,2342,1.2,14.8,-34.2,-0.8,84,0,1.2,16.1,0,83.2,-34.2,230,1,15,508,0,3040,0,1,2359.8,6,85,92.9,91.7,92,92.3,2360,0,1,5,89,-0.6,2,2.3,-3.5,0.2,0,3.3,1175,E,2,
1664,0,22.1,1.6,41,0,26.3,0,0,0,0,1.6,1822,42.6,13.3,4.6,5.6,84,0,42.2,68.2,2,75.4,3.7,230,1,15,508,0,3040,0,1,1666.3,6,94,65.6,64.1,64.1,65.3,1666.8,0,1,5,62,0.1,1,1.2,0.5,-0.4,4,-3.5,959,B,2,
1292.8,18.4,14.6,-1.6,76,0,20.8,3,0,0,0,3.1,1585,44.1,9,79.5,13.1,86,0,44.1,63.1,2,75,79.3,230,1,15,508,0,3040,0,0,1564.5,3,77,26,24.9,25,25.8,1566.3,0,2,5,24,0.7,1,1,2,-0.1,4,-13.5,490,E,2,
307.2,0,6.6,0.8,35,0,14.1,3,0,0,0,3.9,977,11.3,15.6,0,0,83,0,11.3,25.5,2.3,61.3,0,230,1,15,508,0,3040,0,1,1322.3,3,92,23.4,22.3,22.4,23.3,1325.5,1,0,5,22,-0.6,2,2.3,-0.5,0.2,8,4.1,2439,J,2,
